title,company,location,date,link,skills
Data Scientist,"FEFA, LLC","Rockville, MD",2024-04-23,https://www.linkedin.com/jobs/view/data-scientist-at-fefa-llc-3908182720?position=31&pageNum=0&refId=UIev1Pp4NSPMwwSPUZOM7Q%3D%3D&trackingId=EGO1HOFC3l8SOefOeXpEWQ%3D%3D&trk=public_jobs_jserp-result_search-card,"['electronic data capture platforms', 'data management', 'GCPs', 'FDA regulations', 'SOP', 'Clinical Data Management', 'database validation', 'user acceptance testing )', 'database specifications', 'validation efforts', 'database release', 'edit check procedures', 'import', '/ export setup', 'Data Management Plans', 'Data Entry Guidelines', 'database training', ""' s or Associate"", 'clinical research environment']"
Python Cloud Developer (AI) - Remote,Pulivarthi Group (PG),United States,2024-01-10,https://www.linkedin.com/jobs/view/python-cloud-developer-ai-remote-at-pulivarthi-group-pg-3802279625?position=32&pageNum=0&refId=UIev1Pp4NSPMwwSPUZOM7Q%3D%3D&trackingId=FThRhHQ1aFnHQVAzoeOhKg%3D%3D&trk=public_jobs_jserp-result_search-card,"['Azure', 'Generative AI', 'GenAI', 'ChatGPT', 'GenAI', 'Python', 'Java', 'C #', 'Front - end Angular', 'React']"
Entry Level Software Developer - Remote,SynergisticIT,"Los Angeles, CA",2024-02-05,https://www.linkedin.com/jobs/view/entry-level-software-developer-remote-at-synergisticit-3818367502?position=33&pageNum=0&refId=UIev1Pp4NSPMwwSPUZOM7Q%3D%3D&trackingId=LjfUd4xSCQbVKIKO48LMyQ%3D%3D&trk=public_jobs_jserp-result_search-card,"['Computer science Engineering', 'Tech', 'Green card', 'Software Programmer Bachelors degree', 'Masters degree', 'Computer Science', 'Computer Engineering', 'Electrical Engineering', 'Information Systems', 'IT', 'Java', 'software development life cycle', 'javascript', 'C +', 'software programming Spring boot', 'Microservices', 'Docker', 'Jenkins', 'REST API s', 'data Science Machine learning PositionsRequired', 'Bachelors degree', 'Masters degree', 'Computer Science', 'Computer Engineering', 'Electrical Engineering', 'Information Systems', 'IT Project', 'Java', 'Python', 'Computer Vision']"
Remote Software Developer - Junior/Entry,SynergisticIT,"Rochester, NY",2024-04-21,https://www.linkedin.com/jobs/view/remote-software-developer-junior-entry-at-synergisticit-3907092922?position=34&pageNum=0&refId=UIev1Pp4NSPMwwSPUZOM7Q%3D%3D&trackingId=HGGgVCsytA1Td32KXqRUNQ%3D%3D&trk=public_jobs_jserp-result_search-card,"['Masters degree', 'Computer Science', 'Computer Engineering', 'Electrical Engineering', 'Information Systems', 'programming language Java', 'software development life cycleProject', 'Core Java', 'javascript', 'C + +', 'software programmingSpring boot', 'Microservices', 'Docker', 'Jenkins', 'REST API', 'Masters degree', 'Computer Science', 'Computer Engineering', 'Electrical Engineering', 'Information Systems', 'programming language Java', 'software development life cycleKnowledge', 'Statistics', 'SAS', 'Python', 'Computer Vision', 'data visualization toolsExcellent', 'NLP', 'Text mining', 'Tableau', 'PowerBI', 'SAS', 'TensorflowIf']"
Software Developer(Entry/Junior Level),SynergisticIT,"Fremont, CA",2024-02-24,https://www.linkedin.com/jobs/view/software-developer-entry-junior-level-at-synergisticit-3833866589?position=35&pageNum=0&refId=UIev1Pp4NSPMwwSPUZOM7Q%3D%3D&trackingId=vkN7L2x2NMiaKl99vOzyug%3D%3D&trk=public_jobs_jserp-result_search-card,"['Computer science', 'Mathematics Statistics', 'Oracle CloudWorld Event', 'Masters degree', 'Computer Science', 'Computer Engineering', 'Electrical Engineering', 'Information Systems', 'ITHighly', 'programming language Java', 'software development life cycleProject', 'javascript', 'C + +', 'software programmingSpring boot', 'Microservices', 'Docker', 'Jenkins', 'REST API s', 'data Science', 'degree', 'Masters degree', 'Computer Science', 'Computer Engineering', 'Electrical Engineering', 'Information Systems', 'ITProject', 'programming language Java', 'software development life cycleKnowledge', 'Statistics', 'SAS', 'Python', 'Computer Vision', 'data visualization toolsExcellent', 'NLP', 'Text mining', 'Tableau', 'PowerBI', 'Time series analysisPlease']"
Junior/Entry Level Software Engineer - Remote,SynergisticIT,"Phoenix, AZ",2024-04-22,https://www.linkedin.com/jobs/view/junior-entry-level-software-engineer-remote-at-synergisticit-3907835563?position=36&pageNum=0&refId=UIev1Pp4NSPMwwSPUZOM7Q%3D%3D&trackingId=Q%2FruJ20DIBgT3tlFj4%2F9Ww%3D%3D&trk=public_jobs_jserp-result_search-card,"['Masters degree', 'Computer Science', 'Computer Engineering', 'Electrical Engineering', 'Information Systems', 'programming language Java', 'software development life cycleProject', 'Core Java', 'javascript', 'C + +', 'software programmingSpring boot', 'Microservices', 'Docker', 'Jenkins', 'REST API', 'Masters degree', 'Computer Science', 'Computer Engineering', 'Electrical Engineering', 'Information Systems', 'programming language Java', 'software development life cycleKnowledge', 'Statistics', 'SAS', 'Python', 'Computer Vision', 'data visualization toolsExcellent', 'NLP', 'Text mining', 'Tableau', 'PowerBI', 'SAS', 'TensorflowIf']"
Data Scientist,TekSalt Solutions,United States,2024-01-03,https://www.linkedin.com/jobs/view/data-scientist-at-teksalt-solutions-3797424888?position=37&pageNum=0&refId=UIev1Pp4NSPMwwSPUZOM7Q%3D%3D&trackingId=%2FbtCADXH8ux6m8vKfxvz5g%3D%3D&trk=public_jobs_jserp-result_search-card,"['healthcare', 'healthcare data', 'statistical modeling', 'machine learning techniques', 'healthcare analytics', 'Python', 'statistical modeling', 'machine learning algorithms', 'healthcare regulations and compliance standards']"
Junior Software Quality Engineer,Cordial,"San Diego, CA",2024-04-12,https://www.linkedin.com/jobs/view/junior-software-quality-engineer-at-cordial-3894580862?position=38&pageNum=0&refId=UIev1Pp4NSPMwwSPUZOM7Q%3D%3D&trackingId=O3zCP6WaJ%2BCE7fit%2B5wBkA%3D%3D&trk=public_jobs_jserp-result_search-card,"['UI', 'API tests', 'TypeScript', 'Playwright', 'software development lifecycle', 'software testing methodologies', 'agile methodologies', 'Software Testing', 'database concepts', 'test automation', 'TypeScript', 'Playwright', 'Software Quality Engineering', 'logging tools', 'DataDog', 'Jira', 'Confluence', 'TestRail', 'Shopify', 'Magento', 'Segment']"
Python SDET,Software Technology Inc.,United States,2024-03-13,https://www.linkedin.com/jobs/view/python-sdet-at-software-technology-inc-3854509231?position=39&pageNum=0&refId=UIev1Pp4NSPMwwSPUZOM7Q%3D%3D&trackingId=JuL9FwVaBn%2FECYccfd1VaA%3D%3D&trk=public_jobs_jserp-result_search-card,"['Mainframe', 'Web and Windows applications', 'Functional Testing', 'Integration Testing', 'Jira', 'Test Cases', 'test automation', 'automation framework', 'test scripts', 'Robot Framework Automation toolPrimary', 'Python', 'OOPS', 'design patterns', 'Robot Automation Framework', 'Web and windows based', 'AutoIt', 'Selenium', 'Robot Framework', 'libraries']"
Entry Level Python Developer,SynergisticIT,"Southlake, TX",2024-02-24,https://www.linkedin.com/jobs/view/entry-level-python-developer-at-synergisticit-3833864759?position=40&pageNum=0&refId=UIev1Pp4NSPMwwSPUZOM7Q%3D%3D&trackingId=rjS7cCfANWZpOUGDB4Obug%3D%3D&trk=public_jobs_jserp-result_search-card,"[""Bachelor ' s degree"", 'Computer Engineering', 'Computer Science', 'Mathematics', 'Electrical Engineering', 'Information Systems', 'IT', 'Mathematics', 'Statistics', 'Python programming', 'software development life cycle', 'Linear Algebra', 'Statistics', 'Mathematics', 'Deep Learning Data visualization', 'NLP Scala Django', 'AI', 'Machine Learning', 'IoT', 'Data Science']"
Junior Software Developer - REMOTE,SynergisticIT,"Charlotte, NC",2024-04-21,https://www.linkedin.com/jobs/view/junior-software-developer-remote-at-synergisticit-3907095607?position=41&pageNum=0&refId=UIev1Pp4NSPMwwSPUZOM7Q%3D%3D&trackingId=o7onZq6Do%2BiuXsFGxlTu5A%3D%3D&trk=public_jobs_jserp-result_search-card,"['Masters degree', 'Computer Science', 'Computer Engineering', 'Electrical Engineering', 'Information Systems', 'programming language Java', 'software development life cycleProject', 'Core Java', 'javascript', 'C + +', 'software programmingSpring boot', 'Microservices', 'Docker', 'Jenkins', 'REST API', 'Masters degree', 'Computer Science', 'Computer Engineering', 'Electrical Engineering', 'Information Systems', 'programming language Java', 'software development life cycleKnowledge', 'Statistics', 'SAS', 'Python', 'Computer Vision', 'data visualization toolsExcellent', 'NLP', 'Text mining', 'Tableau', 'PowerBI', 'SAS', 'TensorflowIf']"
Entry Level Software Programmer,SynergisticIT,"San Diego, CA",2024-02-24,https://www.linkedin.com/jobs/view/entry-level-software-programmer-at-synergisticit-3833866538?position=42&pageNum=0&refId=UIev1Pp4NSPMwwSPUZOM7Q%3D%3D&trackingId=uc4sOhfpYoVwQI6%2Bc1DcQw%3D%3D&trk=public_jobs_jserp-result_search-card,"['solution architecture', 'development', 'machine learning', 'software engineering', 'Client engineering ABOUT YOU 0', 'Python', 'SQL', 'C + +', 'Scala', 'Django', 'computer science', 'data structures', 'algorithms', 'automated testing', 'object - oriented programming', 'performance complexity', 'computer architecture', 'software performance', 'statistics', 'machine learning', 'NLP', 'regression', 'random forest', 'neural networks', 'reinforcement learning', 'machine learning frameworks', 'Pandas', 'scikit - learn', 'TensorFlow', 'Pytorch', 'Keras', 'Stan', 'PyMC3']"
Data Scientist- USA- Remote,eStaffing Inc.,United States,2024-01-02,https://www.linkedin.com/jobs/view/data-scientist-usa-remote-at-estaffing-inc-3796588430?position=43&pageNum=0&refId=UIev1Pp4NSPMwwSPUZOM7Q%3D%3D&trackingId=7bf2VSojkuOTf9kqH7ZjBQ%3D%3D&trk=public_jobs_jserp-result_search-card,"['Data Science', 'Engineering', 'Mathematics', 'Computer Science', 'data analytics', 'statistical tools', 'machine learning techniques', 'programming languages', 'Python', 'Data Bricks', 'data science', 'machine learning techniques', 'clustering', 'decision tree learning', 'artificial neural networks', 'data visualization tools', 'product development']"
Software Developer - Entry Level,SynergisticIT,"San Francisco, CA",2024-02-24,https://www.linkedin.com/jobs/view/software-developer-entry-level-at-synergisticit-3833863735?position=44&pageNum=0&refId=UIev1Pp4NSPMwwSPUZOM7Q%3D%3D&trackingId=UkGvT6PbdIOhkP58bClW6w%3D%3D&trk=public_jobs_jserp-result_search-card,"['programming language Java', 'software development life cycleProject', 'Core Java', 'javascript', 'C +', 'Microservices', 'Docker', 'Jenkins', 'degree', 'Masters degree', 'Computer Science', 'Computer Engineering', 'Electrical Engineering', 'Information Systems', 'programming language Java', 'software development life cycleKnowledge', 'Statistics', 'SAS', 'Python', 'Computer Vision', 'data visualization toolsExcellent', 'NLP', 'Text mining', 'Tableau', 'PowerBI', 'SAS', 'TensorflowIf']"
Software Engineer (Python),Garner Health,"Philadelphia, PA",2024-03-27,https://www.linkedin.com/jobs/view/software-engineer-python-at-garner-health-3871761034?position=45&pageNum=0&refId=UIev1Pp4NSPMwwSPUZOM7Q%3D%3D&trackingId=HdHHn4198falHEa0J6u0lQ%3D%3D&trk=public_jobs_jserp-result_search-card,"['secure coding practices', 'Python', 'Docker', 'Kubernetes', 'Istio', 'Postgres', 'ElasticSearch', 'NATS', 'AWS', 'TerraformIdeal', 'Python', 'Flask', 'SQLAlchemy', 'Docker', 'major cloud provider', 'database systems', 'PostgreSQL', 'ElasticSearch', 'agile methodologies', 'agile toolkit']"
Remote Software Developer - Junior,SynergisticIT,"Austin, TX",2024-03-21,https://www.linkedin.com/jobs/view/remote-software-developer-junior-at-synergisticit-3862182187?position=46&pageNum=0&refId=UIev1Pp4NSPMwwSPUZOM7Q%3D%3D&trackingId=K%2FUJHvwN9dACVqBvBKiRxQ%3D%3D&trk=public_jobs_jserp-result_search-card,"['programming language Java', 'software development life cycle', 'Core Java', 'javascript', 'C + +', 'software programming', 'Spring boot', 'Microservices', 'Docker', 'Jenkins', 'REST API', 'data Science', 'Bachelors degree', 'Masters degree', 'Computer Science', 'Computer Engineering', 'Electrical Engineering', 'Information Systems', 'IT', 'programming language Java', 'software development life cycle', 'Statistics', 'SAS', 'Python', 'Computer Vision', 'data visualization tools', 'NLP', 'Text mining', 'Tableau', 'PowerBI', 'SAS', 'Tensorflow']"
Junior Python Django Developer,Phoenix Recruitment,"Wasilla, AK",2024-04-30,https://www.linkedin.com/jobs/view/junior-python-django-developer-at-phoenix-recruitment-3914415014?position=47&pageNum=0&refId=UIev1Pp4NSPMwwSPUZOM7Q%3D%3D&trackingId=IYUtZtZAaP3yW8st06dmPw%3D%3D&trk=public_jobs_jserp-result_search-card,"['Django', 'Django Rest Framework', 'Celery', 'SaaS', 'Python', 'Django', 'distributed message passing', 'code reviews', 'continuous improvement', 'Django', 'Python', ""Bachelor ' s degree"", 'Computer Science', 'Software Engineering', 'SaaS', 'Python', 'Django framework', 'Celery', 'task scheduling', 'MySQL', 'relational databases', 'software development principles and best practices']"
Entry/Junior Software Developer,SynergisticIT,"Austin, TX",2024-04-27,https://www.linkedin.com/jobs/view/entry-junior-software-developer-at-synergisticit-3907987411?position=48&pageNum=0&refId=UIev1Pp4NSPMwwSPUZOM7Q%3D%3D&trackingId=jPbKiLEesxXRfW7TozyTvg%3D%3D&trk=public_jobs_jserp-result_search-card,"['programming language Java', 'software development life cycle', 'Core Java', 'javascript', 'C + +', 'software programming', 'Spring boot', 'Microservices', 'Docker', 'Jenkins', 'REST API', 'data Science', 'Bachelors degree', 'Masters degree', 'Computer Science', 'Computer Engineering', 'Electrical Engineering', 'Information Systems', 'IT', 'programming language Java', 'software development life cycle', 'Statistics', 'SAS', 'Python', 'Computer Vision', 'data visualization tools', 'NLP', 'Text mining', 'Tableau', 'PowerBI', 'SAS', 'Tensorflow']"
Junior Software Developer - Remote,SynergisticIT,"Las Vegas, NV",2024-04-09,https://www.linkedin.com/jobs/view/junior-software-developer-remote-at-synergisticit-3890684143?position=49&pageNum=0&refId=UIev1Pp4NSPMwwSPUZOM7Q%3D%3D&trackingId=zUGLHzxFcz0CCaEXxZcc0A%3D%3D&trk=public_jobs_jserp-result_search-card,"['Masters degree', 'Computer Science', 'Computer Engineering', 'Electrical Engineering', 'Information Systems', 'programming language Java', 'software development life cycleProject', 'Core Java', 'javascript', 'C + +', 'software programmingSpring boot', 'Microservices', 'Docker', 'Jenkins', 'REST API', 'Masters degree', 'Computer Science', 'Computer Engineering', 'Electrical Engineering', 'Information Systems', 'programming language Java', 'software development life cycleKnowledge', 'Statistics', 'SAS', 'Python', 'Computer Vision', 'data visualization toolsExcellent', 'NLP', 'Text mining', 'Tableau', 'PowerBI', 'SAS', 'TensorflowIf']"
Software Developer - Junior/Entry Level,SynergisticIT,"Indianapolis, IN",2024-02-24,https://www.linkedin.com/jobs/view/software-developer-junior-entry-level-at-synergisticit-3833866532?position=50&pageNum=0&refId=UIev1Pp4NSPMwwSPUZOM7Q%3D%3D&trackingId=HIpdOim6GVvXtMqJyvt%2F9w%3D%3D&trk=public_jobs_jserp-result_search-card,"['programming language Java', 'software development life cycleProject', 'Core Java', 'javascript', 'C +', 'Microservices', 'Docker', 'Jenkins', 'degree', 'Masters degree', 'Computer Science', 'Computer Engineering', 'Electrical Engineering', 'Information Systems', 'programming language Java', 'software development life cycleKnowledge', 'Statistics', 'SAS', 'Python', 'Computer Vision', 'data visualization toolsExcellent', 'NLP', 'Text mining', 'Tableau', 'PowerBI', 'SAS', 'TensorflowIf']"
Python Developer,HexaQuEST Global,"Palo Alto, CA",2024-04-10,https://www.linkedin.com/jobs/view/python-developer-at-hexaquest-global-3888678169?position=51&pageNum=0&refId=UIev1Pp4NSPMwwSPUZOM7Q%3D%3D&trackingId=vCS97%2BQARvBjSbKn3HuHxw%3D%3D&trk=public_jobs_jserp-result_search-card,"['AWS', 'Machine Learning', 'Data Pipelines']"
Entry Level Software Developer(Remote),SynergisticIT,"Columbus, OH",2024-02-24,https://www.linkedin.com/jobs/view/entry-level-software-developer-remote-at-synergisticit-3833862743?position=52&pageNum=0&refId=UIev1Pp4NSPMwwSPUZOM7Q%3D%3D&trackingId=R84JxO%2FXAs8Y9JdFaUhvtg%3D%3D&trk=public_jobs_jserp-result_search-card,"['Computer science /', 'IT', 'Data Analytics', 'Java / Full stack Software Programmer', 'Bachelors degree', 'Masters degree', 'Computer Science', 'Computer Engineering', 'Electrical Engineering', 'Information Systems', 'IT', 'programming language Java', 'software development life cycle', 'Core Java', 'Spring boot', 'Microservices', 'Docker', 'Jenkins', 'data Science', 'Bachelors degree', 'Masters degree', 'Computer Science', 'Computer Engineering', 'Electrical Engineering', 'Information Systems', 'IT', 'programming language Java', 'software development life cycle', 'Statistics', 'SAS', 'Python', 'Computer Vision', 'data visualization', 'NLP', 'Text mining', 'Tableau', 'PowerBI', 'SAS', 'Tensorflow']"
Python Developer,1872 Consulting,United States,2024-01-04,https://www.linkedin.com/jobs/view/python-developer-at-1872-consulting-3813096240?position=53&pageNum=0&refId=UIev1Pp4NSPMwwSPUZOM7Q%3D%3D&trackingId=9Q9ae1rJFOGrkuYQ1uBMyw%3D%3D&trk=public_jobs_jserp-result_search-card,"['RESTful APIs', 'solution design', 'code reviewPerform', 'TDD', 'back - end Python development', 'Django', 'CeleryExperience', 'RabbitMQ / CeleryStrong SQL', 'Agile / Scrum']"
#683 - Data Analyst,Venon Solutions,United States,2024-04-26,https://www.linkedin.com/jobs/view/%23683-data-analyst-at-venon-solutions-3909725648?position=54&pageNum=0&refId=UIev1Pp4NSPMwwSPUZOM7Q%3D%3D&trackingId=jMs5yA7%2FtPR8kFqUjDF0Jg%3D%3D&trk=public_jobs_jserp-result_search-card,"['Data Analysis ToolsAdvanced', 'SQL', 'TableauAnalytical', 'Insightful', 'Data Integration']"
Part-time Data Quality Analyst (Fraud Investigation),owl.co,"Jacksonville, FL",2024-04-16,https://www.linkedin.com/jobs/view/part-time-data-quality-analyst-fraud-investigation-at-owl-co-3903725047?position=55&pageNum=0&refId=UIev1Pp4NSPMwwSPUZOM7Q%3D%3D&trackingId=QRTc%2FwY8bUnvRzIlGQ6grA%3D%3D&trk=public_jobs_jserp-result_search-card,['open - source content researchAbility']
Software Developer - Entry/Junior,SynergisticIT,"Atlanta, GA",2024-02-24,https://www.linkedin.com/jobs/view/software-developer-entry-junior-at-synergisticit-3833863734?position=56&pageNum=0&refId=UIev1Pp4NSPMwwSPUZOM7Q%3D%3D&trackingId=Pu3b2YybX%2Fc41YMRJSadkQ%3D%3D&trk=public_jobs_jserp-result_search-card,"['Computer science Engineering', 'Tech', 'Green card', 'Software Programmer Bachelors degree', 'Masters degree', 'Computer Science', 'Computer Engineering', 'Electrical Engineering', 'Information Systems', 'IT', 'Java', 'software development life cycle', 'javascript', 'C +', 'software programming Spring boot', 'Microservices', 'Docker', 'Jenkins', 'REST API s', 'data Science Machine learning PositionsRequired', 'Bachelors degree', 'Masters degree', 'Computer Science', 'Computer Engineering', 'Electrical Engineering', 'Information Systems', 'IT Project', 'Java', 'Python', 'Computer Vision']"
Junior Software Engineer/Remote,SynergisticIT,"New York, NY",2024-04-20,https://www.linkedin.com/jobs/view/junior-software-engineer-remote-at-synergisticit-3902889962?position=57&pageNum=0&refId=UIev1Pp4NSPMwwSPUZOM7Q%3D%3D&trackingId=aMkGc%2BlID705IMt2YOD9Jg%3D%3D&trk=public_jobs_jserp-result_search-card,"['programming language Java', 'software development life cycle', 'Core Java', 'javascript', 'C + +', 'software programming', 'Spring boot', 'Microservices', 'Docker', 'Jenkins', 'REST API', 'data Science', 'Bachelors degree', 'Masters degree', 'Computer Science', 'Computer Engineering', 'Electrical Engineering', 'Information Systems', 'IT', 'programming language Java', 'software development life cycle', 'Statistics', 'SAS', 'Python', 'Computer Vision', 'data visualization tools', 'NLP', 'Text mining', 'Tableau', 'PowerBI', 'SAS', 'Tensorflow']"
Software Developer - Junior Level(Remote),SynergisticIT,"New York, NY",2024-02-24,https://www.linkedin.com/jobs/view/software-developer-junior-level-remote-at-synergisticit-3833865583?position=58&pageNum=0&refId=UIev1Pp4NSPMwwSPUZOM7Q%3D%3D&trackingId=tYFdgOML1OSTjt0T%2Ff6LMg%3D%3D&trk=public_jobs_jserp-result_search-card,"['Computer science /', 'IT', 'Data Analytics', 'Java / Full stack Software Programmer', 'Bachelors degree', 'Masters degree', 'Computer Science', 'Computer Engineering', 'Electrical Engineering', 'Information Systems', 'IT', 'programming language Java', 'software development life cycle', 'Core Java', 'Spring boot', 'Microservices', 'Docker', 'Jenkins', 'data Science', 'Bachelors degree', 'Masters degree', 'Computer Science', 'Computer Engineering', 'Electrical Engineering', 'Information Systems', 'IT', 'programming language Java', 'software development life cycle', 'Statistics', 'SAS', 'Python', 'Computer Vision', 'data visualization', 'NLP', 'Text mining', 'Tableau', 'PowerBI', 'SAS', 'Tensorflow']"
Entry Level Software Developer,SynergisticIT,"Orlando, FL",2024-02-24,https://www.linkedin.com/jobs/view/entry-level-software-developer-at-synergisticit-3833863773?position=59&pageNum=0&refId=UIev1Pp4NSPMwwSPUZOM7Q%3D%3D&trackingId=1AVMzpQuGAOt%2BTqodtcNHA%3D%3D&trk=public_jobs_jserp-result_search-card,"['Software', 'Computer Science', 'Electrical Engineering', 'Information Systems', 'IT', 'programming language Java', 'software development life cycle', 'Core Java', 'javascript', 'C + +', 'software programming Spring boot', 'Microservices', 'Docker', 'Jenkins', 'REST API', 'data Science Machine learningRequired', ""Bachelor ' s degree"", 'Computer Science', 'Computer Engineering', 'Electrical Engineering', 'Information Systems', 'programming language Java', 'software development life cycle', 'Statistics', 'SAS', 'Python', 'Computer Vision', 'data visualization tools', 'NLP', 'Text mining', 'Tableau', 'Time series analysisPlease']"
Junior Python Programmer/Analyst,SynergisticIT,"Atlanta, GA",2024-02-24,https://www.linkedin.com/jobs/view/junior-python-programmer-analyst-at-synergisticit-3833866577?position=60&pageNum=0&refId=UIev1Pp4NSPMwwSPUZOM7Q%3D%3D&trackingId=U25PeQJg7JCHWaXjRTPO8Q%3D%3D&trk=public_jobs_jserp-result_search-card,"[""Bachelor ' s degree"", 'Computer Science', 'Electrical Engineering', 'Computer Engineering', 'Information Systems', 'IT', 'Mathematics', 'Mathematics', 'Statistics', 'Python development', 'software development life cycle', 'Linear Algebra', 'Statistics', 'Mathematics', 'Deep Learning', 'Data visualization', 'server - side', 'Python', 'UI', 'Python', 'Python programming']"
Junior Python Developer,Team Remotely Inc,"Columbus, OH",2024-04-30,https://www.linkedin.com/jobs/view/junior-python-developer-at-team-remotely-inc-3914224150?position=1&pageNum=0&refId=k%2FPtwjUDz2euW0znGYKfqA%3D%3D&trackingId=h0rTndyeZLhrwzxfvgi4%2BA%3D%3D&trk=public_jobs_jserp-result_search-card,"['code reviews', 'testing', 'quality assurance', 'Python development', ""Bachelor ' s degree in Computer Science"", 'Software Engineering', 'Python programming language', 'web frameworks', 'Django', 'Flask', 'version control systems', 'Git', 'front - end technologies', 'HTML', 'CSS', 'JavaScript', 'database systems', 'MySQL', 'PostgreSQL', 'MongoDB', 'RESTful APIs', 'integration', 'cloud platforms', 'AWS', 'Azure', 'agile development methodologies']"
Don't see a position that fits your skills? Submit resume here!,"Anaconda, Inc.","Austin, TX",2024-03-06,https://www.linkedin.com/jobs/view/don-t-see-a-position-that-fits-your-skills%3F-submit-resume-here%21-at-anaconda-inc-3847685681?position=2&pageNum=0&refId=k%2FPtwjUDz2euW0znGYKfqA%3D%3D&trackingId=2udVaa7Wwqdg4LkvgHi95Q%3D%3D&trk=public_jobs_jserp-result_search-card,"['data science', 'machine learning']"
Business Operations Analyst - Capital One/HTS,Hopper,New York City Metropolitan Area,2024-02-12,https://www.linkedin.com/jobs/view/business-operations-analyst-capital-one-hts-at-hopper-3828061421?position=3&pageNum=0&refId=k%2FPtwjUDz2euW0znGYKfqA%3D%3D&trackingId=aAUBMohHndJin3w8y%2FE%2Fsg%3D%3D&trk=public_jobs_jserp-result_search-card,"['BI tools', 'SQLA']"
Associate Data Analyst,Zest AI,United States,2024-04-19,https://www.linkedin.com/jobs/view/associate-data-analyst-at-zest-ai-3902802811?position=4&pageNum=0&refId=k%2FPtwjUDz2euW0znGYKfqA%3D%3D&trackingId=tVnkv7AOIoehFCEtF1btOA%3D%3D&trk=public_jobs_jserp-result_search-card,"['machine learning model results', 'statistical techniques', 'data collection', 'data wrangling', 'Python', 'SQL', 'machine learning', 'statistical analysis', 'Object - Oriented Programming', ""Bachelor ' s degree"", 'Computer Science', 'Statistics']"
Junior Data Analyst,Swoon,United States,2024-04-25,https://www.linkedin.com/jobs/view/junior-data-analyst-at-swoon-3906867655?position=5&pageNum=0&refId=k%2FPtwjUDz2euW0znGYKfqA%3D%3D&trackingId=%2FILYnvAyr%2F87yPh%2BWZCrug%3D%3D&trk=public_jobs_jserp-result_search-card,"['Power BI', 'Power Apps', 'Power Automate']"
Entry/Junior Level Software Developer - Remote,SynergisticIT,"New York, NY",2024-04-20,https://www.linkedin.com/jobs/view/entry-junior-level-software-developer-remote-at-synergisticit-3902892278?position=6&pageNum=0&refId=k%2FPtwjUDz2euW0znGYKfqA%3D%3D&trackingId=ZdTt%2FNNljeJqwNqsVr9%2FLA%3D%3D&trk=public_jobs_jserp-result_search-card,"['programming language Java', 'software development life cycle', 'Core Java', 'javascript', 'C + +', 'software programming', 'Spring boot', 'Microservices', 'Docker', 'Jenkins', 'REST API', 'data Science', 'Bachelors degree', 'Masters degree', 'Computer Science', 'Computer Engineering', 'Electrical Engineering', 'Information Systems', 'IT', 'programming language Java', 'software development life cycle', 'Statistics', 'SAS', 'Python', 'Computer Vision', 'data visualization tools', 'NLP', 'Text mining', 'Tableau', 'PowerBI', 'SAS', 'Tensorflow']"
Entry/Junior Software Developer (Remote),SynergisticIT,"Seattle, WA",2024-04-25,https://www.linkedin.com/jobs/view/entry-junior-software-developer-remote-at-synergisticit-3911321427?position=7&pageNum=0&refId=k%2FPtwjUDz2euW0znGYKfqA%3D%3D&trackingId=llM9I5AyrdHkuysUV6y9kA%3D%3D&trk=public_jobs_jserp-result_search-card,"['Masters degree', 'Computer Science', 'Computer Engineering', 'Electrical Engineering', 'Information Systems', 'programming language Java', 'software development life cycleProject', 'Core Java', 'javascript', 'C + +', 'software programmingSpring boot', 'Microservices', 'Docker', 'Jenkins', 'REST API', 'Masters degree', 'Computer Science', 'Computer Engineering', 'Electrical Engineering', 'Information Systems', 'programming language Java', 'software development life cycleKnowledge', 'Statistics', 'SAS', 'Python', 'Computer Vision', 'data visualization toolsExcellent', 'NLP', 'Text mining', 'Tableau', 'PowerBI', 'SAS', 'TensorflowIf']"
Data Analyst,Accroid Inc,United States,2023-11-14,https://www.linkedin.com/jobs/view/data-analyst-at-accroid-inc-3763530856?position=8&pageNum=0&refId=k%2FPtwjUDz2euW0znGYKfqA%3D%3D&trackingId=a7%2FRmhJOZnPsv6WZmpzpXQ%3D%3D&trk=public_jobs_jserp-result_search-card,"['data analytics', 'SQL Server Reporting Services', 'Microsoft Report Builder', 'data analytics', 'Power BI', 'Tableau', 'subqueries', 'versioning', 'temp tables', 'SQL Server Management Studio', 'SSMS']"
Python Developer,Abidi Solutions,United States,2024-02-16,https://www.linkedin.com/jobs/view/python-developer-at-abidi-solutions-3832040702?position=9&pageNum=0&refId=k%2FPtwjUDz2euW0znGYKfqA%3D%3D&trackingId=iwm1uyNUvr%2Fc%2FvHnOgD1cQ%3D%3D&trk=public_jobs_jserp-result_search-card,"['Python programming language', 'Python programming language', 'web frameworks', 'Django', 'Flask', 'object - oriented programming', 'OOP', ')', 'front - end technologies', 'HTML', 'CSS', 'JavaScript', 'SQL', 'NoSQL databases', 'version control systems', 'Git', ""' s degree"", 'Computer Science', 'web applications', 'cloud platforms', 'AWS', 'Azure', 'Google Cloud )', 'Agile development methodologies', 'open - source projects', 'GitHub']"
